person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
269,KINGSLEY SUNDAY EBENYI,1999,2004,4810,3015,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,Isi - Uzo Constituency,Honourable Member,Enugu
188,GARBA DATTI MUHAMMAD,,2013-07-30,4573,2854,Congress for Progressive Change,"",Member,Kaduna State House Of Assembly,"",Member,Kaduna
188,GARBA DATTI MUHAMMAD,2013-07-31,,4573,5701,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",Member,Kaduna
635,Edward Uchenna Ubosi,2015-05-29,2019-05-29,6076,6075,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,"",State Legislator,Enugu East I
635,Edward Uchenna Ubosi,2015-05-29,2019-05-29,6077,6075,Peoples Democratic Party,"",Member,Enugu State House Of Assembly,"",Speaker,
643,Aminu Abdullahi Shagali,2015-05-29,2019-05-29,6100,6099,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",State Legislator,Sabon Gari (State)
643,Aminu Abdullahi Shagali,2015-05-29,2019-05-29,6101,6099,All Progressives Congress (APC),"",Member,Kaduna State House Of Assembly,"",Speaker,
256,JOHN ENOH OWAN ENOH,1999,2003,4763,3008,Peoples Democratic Party,"",Member,Cross River State House of Assembly,"",Member,
197,GOJE MOHAMMED DANJUMA,,1983,3833,3132,Peoples Democratic Party,"",Member,Bauchi House of Assembly,"",Member,Bauchi
378,RAFIU ADEBAYO IBRAHIM,,2014-01,5189,3058,Peoples Democratic Party,"",Member,Kwara State House of Assembly,"",Honourable Member,Kwara
12,ABDULLAHI SALAME BALARABE,,2010,4052,2900,Peoples Democratic Party,"",Member,Sokoto State House of Assembly,"",Speaker,
613,Aniekan Uko,,,6010,6009,Peoples Democratic Party,"",Member,Akwa Ibom State House of Assembly,"",State Legislator,Ibesikpo Asutan
613,Aniekan Uko,,,6011,6009,Peoples Democratic Party,"",Member,Akwa Ibom State House of Assembly,"",Deputy Speaker ,
671,Marshall Stanley Udom,2015-05-29,2019-05-29,6187,6186,Peoples Democratic Party,"",Member,Rivers State House Of Assembly ,"",State Legislator,Abual/Odual
671,Marshall Stanley Udom,2015-05-29,2019-05-29,6188,6186,Peoples Democratic Party,"",Member,Rivers State House Of Assembly ,"",Deputy Speaker ,
675,Mohammed Danladi Gwampo,2015-05-29,2019-05-29,6199,6198,Peoples Democratic Party,"",Member,Taraba State House of Assembly,"",State Legislator,Yorro
675,Mohammed Danladi Gwampo,2015-05-29,2019-05-29,6200,6198,Peoples Democratic Party,"",Member,Taraba State House of Assembly,"",Deputy Speaker ,
679,Muhammed Abubakar Gunu,2015-05-29,2019-05-29,6211,6210,All Progressives Congress (APC),"",Member,Zamfara State House of Assembly,"",State Legislator,Gummi 1
679,Muhammed Abubakar Gunu,2015-05-29,2019-05-29,6212,6210,All Progressives Congress (APC),"",Member,Zamfara State House of Assembly,"",Deputy Speaker ,
