person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
566,Biodun Christine Olujimi,,2019-05-29,5889,5888,Peoples Democratic Party,"",Member,Senate,"",Senator,Ekiti SOUTH
566,Biodun Christine Olujimi,2015-06,2019-06,7080,5888,Peoples Democratic Party,"",Member,Senate,"",Minority Whip,
197,GOJE MOHAMMED DANJUMA,2011-05-29,2014-01-29,3581,3132,Peoples Democratic Party,"",Member,Senate,"",Senator,Gombe CENTRAL
562,Kabir Garba Marafa,2011-05-29,2019-05-29,5877,5876,All Progressives Congress (APC),"",Member,Senate,"",Senator,Zamfara Central
554,Francis Alimikhena,2015-06,2019-06,5855,5854,All Progressives Congress (APC),"",Member,Senate,"",Senator,EDO NORTH
554,Francis Alimikhena,2015-06,2019-06,7079,5854,All Progressives Congress (APC),"",Member,Senate,"",Deputy Chief Whip,
273,EKWEREMADU IKE,2011-05-29,2019-05-29,3597,3143,Peoples Democratic Party,"",Member,Senate,"",Senator,ENUGU WEST
294,MARK DAVID A.B,1999-05-29,2019-05-29,3609,3151,Peoples Democratic Party,"",Member,Senate,"",Senator,BENUE SOUTH
294,MARK DAVID A.B,2007,2015,7077,3151,Peoples Democratic Party,"",Member,Senate,"",Senate President,
548,Abubakar Kyari,2015-06,2019-06,5830,5829,All Progressives Congress (APC),"",Member,Senate,"",Senator,BORNO NORTH
64,AKUME GEORGE ORPEL,2011-05-29,2013-07-30,3547,2781,Action Congress of Nigeria,"",Member,Senate,"",Senator,BENUE NORTH WEST
64,AKUME GEORGE ORPEL,2013-07-31,2019-05-29,3547,5637,All Progressives Congress (APC),"",Member,Senate,"",Senator,BENUE NORTH WEST
44,ADUDA PHILIP TANIMU,2011-05-29,2019-05-29,3543,3107,Peoples Democratic Party,"",Member,Senate,"",Senator,FCT
41,ADEYEYE OLUSOLA,2011-05-29,2013-07-30,3541,2780,Action Congress of Nigeria,"",Member,Senate,"",Senator,OSUN CENTRAL
41,ADEYEYE OLUSOLA,2013-07-31,2019-05-29,3541,5636,All Progressives Congress (APC),"",Member,Senate,"",Senator,OSUN CENTRAL
549,Gershom Bassey,2015-05-29,2019-05-29,5845,5844,Peoples Democratic Party,"",Member,Senate,"",Senator,CROSS RIVER SOUTH
573,Buruji Kashamu,2015-05-29,2019-05-29,5914,5913,Peoples Democratic Party,"",Member,Senate,"",Senator,OGUN EAST
581,Lanre Tejuosho,2015-05-29,2019-05-29,5933,5932,All Progressives Congress (APC),"",Member,Senate,"",Senator,OGUN CENTRAL
90,Arthur Okowa Ifeanyi,2011-05-29,2015-05-29,3556,3116,Peoples Democratic Party,"",Member,Senate,"",Senator,DELTA SOUTH
427,UCHE LILIAN EKWUNIFE,2015-05-29,2019-05-29,5816,5815,Peoples Democratic Party,"",Member,Senate,"",Senator,ANAMBRA CENTRAL
98,Benedict Ayade,2011-05-29,2015-05-29,3558,3117,Peoples Democratic Party,"",Member,Senate,"",Senator,CROSS RIVER NORTH
89,SARAKI ABUBAKAR BUKOLA,2011-05-29,2014-01-29,3555,5476,PDP ,"",Member,Senate,"",Senator,KWARA CENTRAL
89,SARAKI ABUBAKAR BUKOLA,2014-01-29,2019-05-29,3555,5831,All Progressives Congress (APC),"",Member,Senate,"",Senator,KWARA CENTRAL
580,Gbolahan Dada,2015-05-29,2019-05-29,5931,5930,All Progressives Congress (APC),"",Member,Senate,"",Senator,OGUN WEST
187,GARBA BABAYO GAMAWA,2011-05-29,2015-05-29,3575,3128,Peoples Democratic Party,"",Member,Senate,"",Senator,Bauchi NORTH
56,NNAJI GILBERT EMEKA,2011-05-29,2019-05-29,3545,3109,Peoples Democratic Party,"",Member,Senate,"",Senator,Enugu East
444,UZODINMA GOODHOPE ODIDIKA,2011-05-29,2019-05-29,3632,3165,Peoples Democratic Party,"",Member,Senate,"",Senator,IMO WEST
190,GAYA KABIRU IBRAHIM,2007,2011,3811,2826,All Nigeria Peoples Party,"",Member,Senate,"",Deputy Minority Whip,
190,GAYA KABIRU IBRAHIM,2011-05-29,2013-07-30,3576,2826,All Nigeria Peoples Party,"",Member,Senate,"",Senator,KANO SOUTH
190,GAYA KABIRU IBRAHIM,2013-07-31,2019-05-29,3576,5681,All Progressives Congress (APC),"",Member,Senate,"",Senator,KANO SOUTH
474,Theodore Ahamefule Orji ,2015-05-29,2019-05-29,5800,5492,Peoples Democratic Party,"",Member,Senate,"",Senator,ABIA CENTRAL
1,ABARIBE ENYINNAYA HARCOURT,2011-05-29,,3533,3101,Peoples Democratic Party,"",Member,Senate,"",Senator,ABIA SOUTH
476,Godswill Obot Akpabio,2015-06,2019-06,5808,5496,Peoples Democratic Party,"",Member,Senate,"",Senator,AKWA IBOM NORTH WEST
476,Godswill Obot Akpabio,2015-06,2019-06,7076,5496,Peoples Democratic Party,"",Member,Senate,"",Minority leader,
574,Osinakachukwu Ideozu,2015-05-29,2019-05-29,5916,5915,Peoples Democratic Party,"",Member,Senate,"",Senator,RIVERS WEST
518,Mohammed Rabiu Musa Kwankwaso,2015-05-29,2019-05-29,5878,5757,All Progressives Congress (APC),"",Member,Senate,"",Senator,KANO CENTRAL
564,Jeremiah Useni ,,2019-05-29,5884,5883,Peoples Democratic Party,"",Member,Senate,"",Senator,PLATEAU SOUTH
528,Aliyu Magatakarda Wamakko,2013,,5978,5979,All Progressives Congress (APC),"",Member,Senate,"",Senator,Sokoto North
